,kind,etag,id,publishedAt,channelId,title,description,thumbnails,channelTitle,tags,categoryId,liveBroadcastContent,localized,defaultAudioLanguage,defaultLanguage,duration,dimension,definition,caption,licensedContent,contentRating,projection,viewCount,likeCount,favoriteCount,commentCount
10,youtube#video,UAlVxCmmcIH6xlzFEibcvcvda7k,CSmYRGM-900,2020-11-13T09:46:26Z,UCXQ5zAqIFOohc0SJO1j17Ow,10강_인수분해(1),,"{'default': {'url': 'https://i.ytimg.com/vi/CSmYRGM-900/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/CSmYRGM-900/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/CSmYRGM-900/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/CSmYRGM-900/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/CSmYRGM-900/maxresdefault.jpg', 'width': 1280, 'height': 720}}",EBSi임재석쌤,,22,none,"{'title': '10강_인수분해(1)', 'description': ''}",,,PT13M46S,2d,hd,false,False,{},rectangular,10582,148,0,4
11,youtube#video,EPzOte3VDS397kLLNDUtI2Q7EQM,fBOAz97b4HM,2022-04-05T02:00:07Z,UCWqHm4u7junEcXkNKy6WEgw,중3(상) 인수분해part1- 인수분해의 시작! 가장 기본에 대해 알아보자!!,"안녕하세요. 여러분^^
오늘은 쪄니쌤이 인수분해 강의를 준비했는데요.
인수분해는 설명할 것이 많아서 강의를 나눴습니다.
그 중 오늘 배울 첫 번째는 인수분해 기초입니다.
이 기초가 가장 중요하기도 한데요^^
그럼 오늘도 화이팅하세요. 여러분^^ 

[목차]
00:00 인트로
00:32 인수분해, 인수란
04:09 인수분해 방법(1.공통인수)
09:06 인수분해 방법(2.공식- 완전제곱식)
19:22 완전제곱식이 될 조건
25:10 인수분해 방법(2.공식- 합차공식)
27:31 인수분해 방법(3.지그재그 방법)

[쪄니쌤 구독하기]
https://www.youtube.com/channel/UCWqHm4u7junEcXkNKy6WEgw?sub_confirmation=1

#중3수학 #인수분해 #완전제곱식성립조건","{'default': {'url': 'https://i.ytimg.com/vi/fBOAz97b4HM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/fBOAz97b4HM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/fBOAz97b4HM/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/fBOAz97b4HM/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/fBOAz97b4HM/maxresdefault.jpg', 'width': 1280, 'height': 720}}",쪄니쌤의 수학교실,"['중등수학', '중3수학', '중등수학강의', '중등수학인강', '중3수학인강', '무료인강', '무료수학인강', '무료수학강의', '유튜브수학', '수학강사', '미녀강사', '족집게인강강사', '인수분해', '완전제곱식', '합차공식', '이차식인수분해', '완전제곱식이될조건', '완전제곱식성립조건', '인수', '쪄니쌤', '쪄니쌤의수학교실', '수학독학', '독학수학']",27,none,"{'title': '중3(상) 인수분해part1- 인수분해의 시작! 가장 기본에 대해 알아보자!!', 'description': '안녕하세요. 여러분^^\n오늘은 쪄니쌤이 인수분해 강의를 준비했는데요.\n인수분해는 설명할 것이 많아서 강의를 나눴습니다.\n그 중 오늘 배울 첫 번째는 인수분해 기초입니다.\n이 기초가 가장 중요하기도 한데요^^\n그럼 오늘도 화이팅하세요. 여러분^^ \n\n[목차]\n00:00 인트로\n00:32 인수분해, 인수란\n04:09 인수분해 방법(1.공통인수)\n09:06 인수분해 방법(2.공식- 완전제곱식)\n19:22 완전제곱식이 될 조건\n25:10 인수분해 방법(2.공식- 합차공식)\n27:31 인수분해 방법(3.지그재그 방법)\n\n[쪄니쌤 구독하기]\nhttps://www.youtube.com/channel/UCWqHm4u7junEcXkNKy6WEgw?sub_confirmation=1\n\n#중3수학 #인수분해 #완전제곱식성립조건'}",ko,,PT39M4S,2d,hd,false,True,{},rectangular,5506,130,0,22
12,youtube#video,njwgYRHcP0g8bLG41vURQtUy3Bg,yjSgBIT6dbk,2022-05-23T11:15:03Z,UCufMvGtKg2hoTs0h1Ti5cxg,[분to소 1편]분수를 소수로 5초안에 바꾸는 방법! 절대 외우지 마세요!!,"놀면서❤️수학만점~ 인공지능수학 깨봉!
#분수 #소수 #깨봉수학 #깨봉꿀팁
[깨봉수학 바로가기]▶ https://bit.ly/3yT5eWz
[깨봉 유튜브 구독하기] ▶https://bit.ly/36blgM9
[카카오톡 상담하기] ▶ https://bit.ly/3dgDA7F","{'default': {'url': 'https://i.ytimg.com/vi/yjSgBIT6dbk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yjSgBIT6dbk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yjSgBIT6dbk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/yjSgBIT6dbk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/yjSgBIT6dbk/maxresdefault.jpg', 'width': 1280, 'height': 720}}",인공지능수학 깨봉,"['깨봉', '수학', '인공지능수학', '조봉한', '인공지능', '깨봉수학', '초등수학', '분수', '소수', '초등', '오프라인강연', '목동강연', '분투소', '깨봉분수']",27,none,"{'title': '[분to소 1편]분수를 소수로 5초안에 바꾸는 방법! 절대 외우지 마세요!!', 'description': '놀면서❤️수학만점~ 인공지능수학 깨봉!\n#분수 #소수 #깨봉수학 #깨봉꿀팁\n[깨봉수학 바로가기]▶ https://bit.ly/3yT5eWz\n[깨봉 유튜브 구독하기] ▶https://bit.ly/36blgM9\n[카카오톡 상담하기] ▶ https://bit.ly/3dgDA7F'}",ko,,PT7M8S,2d,hd,false,True,{},rectangular,1291691,13797,0,572
13,youtube#video,pW4CIK40vGUpyBOiLu_e2P6iBBU,Ao3QUFMTSyk,2020-02-15T00:30:01Z,UCCq9w9rG51vZxWPxLNB04mQ,[EBS 수학의 답] 다항식의 인수분해 - 11. 항이 4개인 다항식의 인수분해,"중학 수학은 어렵고 답답하다? 그 고민, EBS 수학의 답으로 시~원하게 타파! 
① 중학 수학의 기본 개념, 빈출 유형, 증명의 해답! 
② 수학을 잘하고 싶은 모든 학생들에게 최고의 샘들이 ‘콕 짚어주는’ 성적 향상의 절대 비법! ③ 짧다! 꼭 필요한 것만 있다! EBS 수학 족집게 짤강 
④ 필요할 때 찾아보고! 한꺼번에 몰아보고! EBS 수학의 답으로 수학 실력 완성! 
자신있습니다! 안 보면 나만 손해! 지금 바로 클릭★


더 많은 ★수학의 답★이 궁금하다면? ▶ http://bit.ly/2m390sK
EBS 중학과 함께 언제 어디서나 열공! ▶ https://mid.ebs.co.kr/
EBS 교재로 내 공부실력을 UP↑ UP↑ ▶ http://bit.ly/2m432rz

#손석민 #수학잘하는법 #수학_고민_해결책_EBS_수학의답","{'default': {'url': 'https://i.ytimg.com/vi/Ao3QUFMTSyk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Ao3QUFMTSyk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Ao3QUFMTSyk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Ao3QUFMTSyk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Ao3QUFMTSyk/maxresdefault.jpg', 'width': 1280, 'height': 720}}",EBS Learning,"['EBS', 'EBS learning', 'EBS 교육', '수능', '시험', '수학의답', '중학수학', '이지연', '손석민', '짤강', '수학공부법', '수학잘하는법', '내신완성', '중간고사', '기말고사', '수학개념', '개념정리', '빈출유형', '유형정리', '수답중3', '459']",27,none,"{'title': '[EBS 수학의 답] 다항식의 인수분해 - 11. 항이 4개인 다항식의 인수분해', 'description': '중학 수학은 어렵고 답답하다? 그 고민, EBS 수학의 답으로 시~원하게 타파! \n① 중학 수학의 기본 개념, 빈출 유형, 증명의 해답! \n② 수학을 잘하고 싶은 모든 학생들에게 최고의 샘들이 ‘콕 짚어주는’ 성적 향상의 절대 비법! ③ 짧다! 꼭 필요한 것만 있다! EBS 수학 족집게 짤강 \n④ 필요할 때 찾아보고! 한꺼번에 몰아보고! EBS 수학의 답으로 수학 실력 완성! \n자신있습니다! 안 보면 나만 손해! 지금 바로 클릭★\n\n\n더 많은 ★수학의 답★이 궁금하다면? ▶ http://bit.ly/2m390sK\nEBS 중학과 함께 언제 어디서나 열공! ▶ https://mid.ebs.co.kr/\nEBS 교재로 내 공부실력을 UP↑ UP↑ ▶ http://bit.ly/2m432rz\n\n#손석민 #수학잘하는법 #수학_고민_해결책_EBS_수학의답'}",ko,,PT6M37S,2d,hd,false,True,{},rectangular,25682,493,0,38
14,youtube#video,bPlRH-b0fqisrI7U29EHWKo5w0s,lKxX0WCQ8gE,2019-09-04T00:24:23Z,UCDkTanNuZGwYtf-Y6_xBmqw,(개정) [고등예비과정] 수학 - 05강 인수분해 |50일 수학 정승제| EBSi 고교강의,"완벽한 개념과 지독한 연습이 만점을 만듭니다. #정승제 #수학인강추천#스타강사 
EBSi고교강의 유튜브 채널 구독하고 고등학교 수학 정리하세요!
EBS 고등예비과정 수학 강의와 교재정보 ▶http://bit.ly/2kzcPpe
EBSi 국가대표 고교 강의 ▶ http://www.ebsi.co.kr

강좌범위
01 다항식의 연산 
02 나머지정리 
03 인수분해 
04 복소수와 이차방정식 
05 이차방정식의 성질 
06 이차방정식과 이차함수 
07 여러 가지 방정식 
08 여러 가지 부등식 
09 평면좌표 
10 직선의 방정식 
11 원의 방정식 
12 도형의 이동 
13 집합(1) 
14 집합(2) 
15 명제(1) 
16 명제(2) 
17 함수 
18 합성함수와 역함수 
19 유리함수 
20 무리함수 
21 경우의 수","{'default': {'url': 'https://i.ytimg.com/vi/lKxX0WCQ8gE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lKxX0WCQ8gE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lKxX0WCQ8gE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/lKxX0WCQ8gE/sddefault.jpg', 'width': 640, 'height': 480}}",EBSi ,"['고3수학', '고등수학', '고교수학', '고교수학정리', '수학공부법', 'ebs 인강', '수학교재', '개정교육과정', 'EBSi', '고2수학', '정승제', '얄미운사람', '고교강의', '미스터트롯', '수학인강', 'EBS', '개정수학', '고1수학', '고3', '고2', '고1', '예비고1', '15년개정', 'ebs 수학', 'ebsi']",27,none,"{'title': '(개정) [고등예비과정] 수학 - 05강 인수분해 |50일 수학 정승제| EBSi 고교강의', 'description': '완벽한 개념과 지독한 연습이 만점을 만듭니다. #정승제 #수학인강추천#스타강사 \nEBSi고교강의 유튜브 채널 구독하고 고등학교 수학 정리하세요!\nEBS 고등예비과정 수학 강의와 교재정보 ▶http://bit.ly/2kzcPpe\nEBSi 국가대표 고교 강의 ▶ http://www.ebsi.co.kr\n\n강좌범위\n01 다항식의 연산 \n02 나머지정리 \n03 인수분해 \n04 복소수와 이차방정식 \n05 이차방정식의 성질 \n06 이차방정식과 이차함수 \n07 여러 가지 방정식 \n08 여러 가지 부등식 \n09 평면좌표 \n10 직선의 방정식 \n11 원의 방정식 \n12 도형의 이동 \n13 집합(1) \n14 집합(2) \n15 명제(1) \n16 명제(2) \n17 함수 \n18 합성함수와 역함수 \n19 유리함수 \n20 무리함수 \n21 경우의 수'}",ko,,PT46M10S,2d,hd,false,True,{},rectangular,83111,797,0,57
15,youtube#video,lYeYg9hySfrcmRMFJnt5NhnTQug,Sk6daIKDh-E,2020-12-13T10:47:51Z,UClnIwaruE55MWD_D5w2Qn0A,02강 전개와 인수분해 ① 중학교 복습 - 정승제선생님 수포자강의,"#수포자 #수학 #완포자 #정승제
1타강사라고 불리는 정승제선생님께서 중학교내용을 전체적으로 복습해주시는 영상입니다. 

출처 -ebs","{'default': {'url': 'https://i.ytimg.com/vi/Sk6daIKDh-E/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Sk6daIKDh-E/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Sk6daIKDh-E/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Sk6daIKDh-E/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Sk6daIKDh-E/maxresdefault.jpg', 'width': 1280, 'height': 720}}",정원 수학하는 일상,,22,none,"{'title': '02강 전개와 인수분해 ① 중학교 복습 - 정승제선생님 수포자강의', 'description': '#수포자 #수학 #완포자 #정승제\n1타강사라고 불리는 정승제선생님께서 중학교내용을 전체적으로 복습해주시는 영상입니다. \n\n출처 -ebs'}",,,PT53M38S,2d,hd,false,True,{},rectangular,30778,466,0,27
16,youtube#video,ymxWhCZBKMeOCtq8tOKOFm_VmW4,GkbGo1Y-4oI,2020-01-29T00:00:04Z,UCCq9w9rG51vZxWPxLNB04mQ,[EBS 수학의 답] 다항식의 인수분해 - 6. 인수분해공식(4),"중학 수학은 어렵고 답답하다? 그 고민, EBS 수학의 답으로 시~원하게 타파! 
① 중학 수학의 기본 개념, 빈출 유형, 증명의 해답! 
② 수학을 잘하고 싶은 모든 학생들에게 최고의 샘들이 ‘콕 짚어주는’ 성적 향상의 절대 비법! ③ 짧다! 꼭 필요한 것만 있다! EBS 수학 족집게 짤강 
④ 필요할 때 찾아보고! 한꺼번에 몰아보고! EBS 수학의 답으로 수학 실력 완성! 
자신있습니다! 안 보면 나만 손해! 지금 바로 클릭★


더 많은 ★수학의 답★이 궁금하다면? ▶ http://bit.ly/2m390sK
EBS 중학과 함께 언제 어디서나 열공! ▶ https://mid.ebs.co.kr/
EBS 교재로 내 공부실력을 UP↑ UP↑ ▶ http://bit.ly/2m432rz

#손석민 #수학잘하는법 #수학_고민_해결책_EBS_수학의답","{'default': {'url': 'https://i.ytimg.com/vi/GkbGo1Y-4oI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/GkbGo1Y-4oI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/GkbGo1Y-4oI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/GkbGo1Y-4oI/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/GkbGo1Y-4oI/maxresdefault.jpg', 'width': 1280, 'height': 720}}",EBS Learning,"['EBS', 'EBS learning', 'EBS 교육', '수능', '시험', '수학의답', '중학수학', '이지연', '손석민', '짤강', '수학공부법', '수학잘하는법', '내신완성', '중간고사', '기말고사', '수학개념', '개념정리', '빈출유형', '유형정리', '수답중3', '454']",27,none,"{'title': '[EBS 수학의 답] 다항식의 인수분해 - 6. 인수분해공식(4)', 'description': '중학 수학은 어렵고 답답하다? 그 고민, EBS 수학의 답으로 시~원하게 타파! \n① 중학 수학의 기본 개념, 빈출 유형, 증명의 해답! \n② 수학을 잘하고 싶은 모든 학생들에게 최고의 샘들이 ‘콕 짚어주는’ 성적 향상의 절대 비법! ③ 짧다! 꼭 필요한 것만 있다! EBS 수학 족집게 짤강 \n④ 필요할 때 찾아보고! 한꺼번에 몰아보고! EBS 수학의 답으로 수학 실력 완성! \n자신있습니다! 안 보면 나만 손해! 지금 바로 클릭★\n\n\n더 많은 ★수학의 답★이 궁금하다면? ▶ http://bit.ly/2m390sK\nEBS 중학과 함께 언제 어디서나 열공! ▶ https://mid.ebs.co.kr/\nEBS 교재로 내 공부실력을 UP↑ UP↑ ▶ http://bit.ly/2m432rz\n\n#손석민 #수학잘하는법 #수학_고민_해결책_EBS_수학의답'}",ko,,PT9M24S,2d,hd,false,True,{},rectangular,17212,201,0,12
17,youtube#video,_KGd9s4it-QteA7n02LbJgscw_M,e0sQtRZX7KQ,2020-03-04T10:12:51Z,UCudGH0bl44LtLfbj-YdTxvA,중3-1수학 [18강] 인수분해 공식(2),"중3-1수학 [18강] 인수분해 공식(2)

이 강의는 교재에 구애받지 않는 강의입니다.
강의를 듣고 본인이 가지고 있는 교재로 해당범위의 문제를 꼭 풀어보세요. 

재생목록을 누르면 학년별 순서대로 강의를 들을 수 있습니다.

비지니스 관련 문의: nanjyeda@naver.com","{'default': {'url': 'https://i.ytimg.com/vi/e0sQtRZX7KQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/e0sQtRZX7KQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/e0sQtRZX7KQ/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/e0sQtRZX7KQ/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/e0sQtRZX7KQ/maxresdefault.jpg', 'width': 1280, 'height': 720}}",수학 맛집,"['중3수학', '무리수와 실수', '무리수', '실수', '은지영선생님', '제곱근', '루트', '근호', '유리수', '수학인강', '무료인강', '중등수학', '중3-1수학', '중3-1', '제곱근의성질', '제곱근의뜻과표현', '은쌤', '주예지', '주예지선생님', '현우진', '현우진선생님', '이지영', '이지영선생님', '강성태', '공신', '강성태공신', '빡공시대', '수학공부', '집중력', '집중력높이는방법', '수학노트', '수학공부법', '수학잘하는방법', '엠베스트', '인수분해', '인수분해공식', '메가스터디', '스카이에듀', '이투스']",22,none,"{'title': '중3-1수학 [18강] 인수분해 공식(2)', 'description': '중3-1수학 [18강] 인수분해 공식(2)\n\n이 강의는 교재에 구애받지 않는 강의입니다.\n강의를 듣고 본인이 가지고 있는 교재로 해당범위의 문제를 꼭 풀어보세요. \n\n재생목록을 누르면 학년별 순서대로 강의를 들을 수 있습니다.\n\n비지니스 관련 문의: nanjyeda@naver.com'}",,,PT14M5S,2d,hd,false,True,{},rectangular,56359,795,0,76
18,youtube#video,wLklsN24_qaHUPeahgJ_6pVpsrs,p53fHJ_cmb4,2020-03-09T07:17:17Z,UCudGH0bl44LtLfbj-YdTxvA,중3-1수학 [20강] 복잡한 식의 인수분해(2),"중3-1수학 [20강] 복잡한 식의 인수분해(2)

이 강의는 교재에 구애받지 않는 강의입니다.
강의를 듣고 본인이 가지고 있는 교재로 해당범위의 문제를 꼭 풀어보세요. 

재생목록을 누르면 학년별 순서대로 강의를 들을 수 있습니다.

비지니스 관련 문의: nanjyeda@naver.com","{'default': {'url': 'https://i.ytimg.com/vi/p53fHJ_cmb4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/p53fHJ_cmb4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/p53fHJ_cmb4/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/p53fHJ_cmb4/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/p53fHJ_cmb4/maxresdefault.jpg', 'width': 1280, 'height': 720}}",수학 맛집,"['중3수학', '무리수와 실수', '무리수', '실수', '은지영선생님', '제곱근', '루트', '근호', '유리수', '수학인강', '무료인강', '중등수학', '중3-1수학', '중3-1', '제곱근의성질', '제곱근의뜻과표현', '은쌤', '주예지', '주예지선생님', '현우진', '현우진선생님', '이지영', '이지영선생님', '강성태', '공신', '강성태공신', '빡공시대', '수학공부', '집중력', '집중력높이는방법', '수학노트', '수학공부법', '수학잘하는방법', '엠베스트', '복잡한 식의 인수분해', '이차방정식', '이차함수', '인수분해']",22,none,"{'title': '중3-1수학 [20강] 복잡한 식의 인수분해(2)', 'description': '중3-1수학 [20강] 복잡한 식의 인수분해(2)\n\n이 강의는 교재에 구애받지 않는 강의입니다.\n강의를 듣고 본인이 가지고 있는 교재로 해당범위의 문제를 꼭 풀어보세요. \n\n재생목록을 누르면 학년별 순서대로 강의를 들을 수 있습니다.\n\n비지니스 관련 문의: nanjyeda@naver.com'}",,,PT18M41S,2d,hd,false,True,{},rectangular,81007,1398,0,135
19,youtube#video,2rVY8n9Z2IxKx7SM5jXLGOSeYd4,06wziu7uNS4,2023-06-01T23:59:33Z,UCdt5GL2ezGtvC565kQDtNtQ,중3 수학  인수 찾기 개념 설명,"#인수분해 
#인수
#중3 기말고사 대비
#조이플수학
#입학문의  : 07082891102","{'default': {'url': 'https://i.ytimg.com/vi/06wziu7uNS4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/06wziu7uNS4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/06wziu7uNS4/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/06wziu7uNS4/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/06wziu7uNS4/maxresdefault.jpg', 'width': 1280, 'height': 720}}",조이플수학 ,,22,none,"{'title': '중3 수학  인수 찾기 개념 설명', 'description': '#인수분해 \n#인수\n#중3 기말고사 대비\n#조이플수학\n#입학문의  : 07082891102'}",,,PT12M42S,2d,hd,false,False,{},rectangular,9,0,0,0
20,youtube#video,JWNrSsJLQoRph0gRCF1axPCPX3M,ZDAO-ZzwZ9Q,2022-04-11T02:00:11Z,UCWqHm4u7junEcXkNKy6WEgw,중3(상) 인수분해 part2- 복잡한 식의 인수분해까지!! 완벽 마스터!!,"안녕하세요. 여러분^^ 쪄니쌤이에요.
오늘은 인수분해 part2 강의를 준비했습니다.
part1 강의는 인수분해의 가장 기본이었다면
part2 강의는 좀 더 복잡한 식을 인수분해 하는 방법입니다.
여러분 오늘도 화이팅!!!!!

[목차]
00:00 인트로
00:24 공통인수(적당한 항끼리 묶기)
06:33 공식(합차공식)
11:24 공식(완전제곱식)
17:00 내림차순
27:21 인수분해 공식 활용

[쪄니쌤 구독하기]
https://www.youtube.com/channel/UCWqHm4u7junEcXkNKy6WEgw?sub_confirmation=1

#중3수학 #인수분해 #내림차순","{'default': {'url': 'https://i.ytimg.com/vi/ZDAO-ZzwZ9Q/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ZDAO-ZzwZ9Q/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ZDAO-ZzwZ9Q/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/ZDAO-ZzwZ9Q/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/ZDAO-ZzwZ9Q/maxresdefault.jpg', 'width': 1280, 'height': 720}}",쪄니쌤의 수학교실,"['중등수학', '중3수학', '중학교3학년수학', '수학독학', '중등수학강의', '수학무료강의', '중등수학무료강의', '족집게인강강사', '족집게인강', '인수분해', '공통인수', '합차공식', '완전제곱식', '내림차순', '인수분해공식활용', '치환', '쪄니쌤', '미녀강사', '수학강사', '쪄니쌤의수학교실', '독학수학', '복잡한식인수분해']",27,none,"{'title': '중3(상) 인수분해 part2- 복잡한 식의 인수분해까지!! 완벽 마스터!!', 'description': '안녕하세요. 여러분^^ 쪄니쌤이에요.\n오늘은 인수분해 part2 강의를 준비했습니다.\npart1 강의는 인수분해의 가장 기본이었다면\npart2 강의는 좀 더 복잡한 식을 인수분해 하는 방법입니다.\n여러분 오늘도 화이팅!!!!!\n\n[목차]\n00:00 인트로\n00:24 공통인수(적당한 항끼리 묶기)\n06:33 공식(합차공식)\n11:24 공식(완전제곱식)\n17:00 내림차순\n27:21 인수분해 공식 활용\n\n[쪄니쌤 구독하기]\nhttps://www.youtube.com/channel/UCWqHm4u7junEcXkNKy6WEgw?sub_confirmation=1\n\n#중3수학 #인수분해 #내림차순'}",ko,,PT31M,2d,hd,false,True,{},rectangular,3641,76,0,9
21,youtube#video,NP9n4mdfjZB8XZcqYANf0bRnfaU,ktWNA_zrB8s,2016-04-25T01:42:07Z,UC5aEedPor2ARJeqhfynSx8g,인수분해 2,http://mathjk.tistory.com,"{'default': {'url': 'https://i.ytimg.com/vi/ktWNA_zrB8s/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ktWNA_zrB8s/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ktWNA_zrB8s/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/ktWNA_zrB8s/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/ktWNA_zrB8s/maxresdefault.jpg', 'width': 1280, 'height': 720}}",수악중독,"['인수분해', '고차식의 인수분해', '인수분해 공식', '복이차식의 인수분해', '공통부분이 등장하는 식의 인숙분해']",27,none,"{'title': '인수분해 2', 'description': 'http://mathjk.tistory.com'}",,,PT20M3S,2d,hd,false,True,{},rectangular,45431,566,0,72
