,id,script,tokenize,NER-label,exist_label
26,-R0FdCGxATE,우리완전색며어가는생각한것아아완를만들기위해서는달몸앞에있는계신항상끼야되어그사회의이사업의있는개수를그냥마물에게큰비를절바흐제코팡카스며바로수아않게되는내려옵니다,"['우리', '##완전', '##색', '##며', '##어가', '##는', '##생각', '##한것', '##아아', '##완', '##를', '##만들', '##기위해', '##서는', '##달', '##몸', '##앞에', '##있는', '##계', '##신', '##항', '##상', '##끼야', '##되어', '##그', '##사회', '##의', '##이', '##사업', '##의', '##있는', '##개', '##수를', '##그냥', '##마', '##물에', '##게', '##큰', '##비를', '##절', '##바', '##흐', '##제', '##코', '##팡', '##카', '##스', '##며', '##바로', '##수', '##아', '##않', '##게', '##되는', '##내려', '##옵니다']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ANM-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CVL-B', 'CVL-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CVL-B', 'O', 'O', 'O', 'O', 'O', 'O', 'DAT-B', 'O', 'O', 'O', 'ORG-B', 'ORG-B', 'ORG-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ANM', 'CVL', 'CVL', 'CVL', 'DAT', 'ORG', 'ORG', 'ORG']"
27,-R0FdCGxATE,아 다시 한번 계수를 저를 만에 제목을 해주면 그것은 산소 아마 바탕 계획돼요,"['아', '다시', '한번', '계', '##수를', '저', '##를', '만에', '제목을', '해주면', '그것은', '산', '##소', '아마', '바탕', '계획', '##돼', '##요']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
28,-R0FdCGxATE,저랑 안에서 카 케어 사실 여기 남아있네,"['저', '##랑', '안에서', '카', '케어', '사실', '여기', '남아', '##있네']","['O', 'O', 'O']",[]
29,-R0FdCGxATE,오면서 얼 피아노 보시면 되거든요,"['오면', '##서', '얼', '피아', '##노', '보', '##시면', '되', '##거든요']","['O', 'O', 'O', 'O']",[]
30,-R0FdCGxATE,뒤에 저를 강의 제목이라고 했어요,"['뒤에', '저', '##를', '강의', '제목이', '##라고', '했어요']","['O', 'O', 'O', 'O']",[]
31,-R0FdCGxATE,여기 나서 꿰어해 절 안의 제목은 살아 될 거고 사항은 수어 안개 짝 짜내서 앤 완전 즉시 대기에서 씨를 다시 자서 하냐 그다음에 완전하게 지를 거해 주시는 거예요,"['여기', '나서', '꿰', '##어', '##해', '절', '안', '##의', '제목', '##은', '살아', '될', '거고', '사항', '##은', '수', '##어', '안', '##개', '짝', '짜', '##내서', '앤', '완전', '즉시', '대기', '##에서', '씨를', '다시', '자', '##서', '하냐', '그다음', '##에', '완전', '##하게', '지', '##를', '거', '##해', '주시', '##는', '거예요']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
32,-R0FdCGxATE,사후 호호호 오늘 이 땅의 안게 저도 본 서체에 의해서 얘가 정말 내가 차원의 굴을 더했다며 누드를 내려가도 어휘 사울의 국가에 해주셔야 하는 내용이에요,"['사', '##후', '호', '##호', '##호', '오늘', '이', '땅', '##의', '안', '##게', '저도', '본', '서', '##체', '##에', '의해서', '얘가', '정말', '내가', '차', '##원의', '굴', '##을', '더', '##했다며', '누드', '##를', '내려', '##가도', '어', '##휘', '사', '##울', '##의', '국가에', '해주', '##셔야', '하는', '내용이', '##에요']","['O', 'PER-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['PER']
33,-R0FdCGxATE,자 명예 가지 관제의 악역이 때문에 식을 여부 작성하시면 된 차부 내 팔에 새고까지 써줄 수 있겠고요,"['자', '명예', '가지', '관제', '##의', '악', '##역', '##이', '때문에', '식', '##을', '여', '##부', '작성', '##하시면', '된', '차', '##부', '내', '팔', '##에', '새', '##고', '##까지', '써', '##줄', '수', '있', '##겠고', '##요']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
34,-R0FdCGxATE,그러나외부상상할개성해석하게않고시켜버리면얠상온에파괴버플라스는사회의군사합니다,"['그러나', '##외', '##부', '##상', '##상', '##할', '##개', '##성', '##해', '##석', '##하게', '##않고', '##시켜', '##버리면', '##얠', '##상', '##온', '##에', '##파괴', '##버', '##플', '##라스', '##는', '##사회', '##의', '##군사', '##합니다']","['O', 'CVL-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG-B', 'O', 'ORG-B', 'CVL-B', 'CVL-B', 'O', 'O', 'O', 'DAT-B', 'O', 'CVL-I', 'NUM-B', 'O']","['CVL', 'ORG', 'ORG', 'CVL', 'CVL', 'DAT', 'NUM']"
35,-R0FdCGxATE,아 그리고 계산해 주시게 되면야 땋아 첫 번째 중요해 보셔야 되는 것을 우리가 아마 빵에 홀로 바꿔 없습니다,"['아', '그리고', '계산', '##해', '주시', '##게', '되면', '##야', '땋', '##아', '첫', '번', '##째', '중요', '##해', '보', '##셔야', '되는', '것을', '우리가', '아마', '빵에', '홀로', '바꿔', '없습니다']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
36,-R0FdCGxATE,그럼 다음에요,"['그럼', '다음에', '##요']","['O', 'O']",[]
37,-R0FdCGxATE,어제모르셔도되면우리는감정신고음료액탓을찾아내는게공장이란말이야,"['어제', '##모르', '##셔도', '##되면', '##우리', '##는', '##감정', '##신고', '##음', '##료', '##액', '##탓을', '##찾아', '##내는게', '##공장', '##이란', '##말이야']","['O', 'EVT-I', 'O', 'ORG-B', 'O', 'O', 'O', 'O', 'PLT-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ORG', 'PLT']"
38,-R0FdCGxATE,왜서있으마난교아얘그럼여기방향이제목이살아잘내리며살해제부분의성에응하여제몸이상체가내면화삭제가되며아몰론소주나풀만루트를써서아아아으다시한번감사해요살율마그렇죠,"['왜', '##서', '##있', '##으', '##마', '##난', '##교', '##아', '##얘', '##그럼', '##여기', '##방향', '##이제', '##목이', '##살아', '##잘', '##내리', '##며', '##살', '##해제', '##부분', '##의', '##성에', '##응', '##하여', '##제', '##몸', '##이상', '##체가', '##내면', '##화', '##삭', '##제가', '##되', '##며', '##아', '##몰', '##론', '##소', '##주나', '##풀', '##만', '##루', '##트를', '##써서', '##아아', '##아', '##으', '##다시', '##한번', '##감사', '##해요', '##살', '##율', '##마', '##그렇', '##죠']","['O', 'O', 'O', 'ORG-B', 'ORG-B', 'O', 'ANM-B', 'O', 'O', 'ORG-B', 'O', 'ANM-B', 'O', 'O', 'O', 'O', 'ANM-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ANM-B', 'EVT-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG-B', 'CVL-B', 'O', 'O', 'O', 'O', 'NUM-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ORG', 'ORG', 'ANM', 'ORG', 'ANM', 'ANM', 'ANM', 'EVT', 'ORG', 'CVL', 'NUM']"
39,-R0FdCGxATE,싸움에 지했나,"['싸움', '##에', '지', '##했나']","['O', 'O']",[]
40,-R0FdCGxATE,그런데 우리가 급여 살겠지만 투사라는 것은 이 롱 청할 수 있잖아요,"['그런데', '우리가', '급여', '살', '##겠지만', '투', '##사라', '##는', '것은', '이', '롱', '청', '##할', '수', '있잖아요']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
41,-R0FdCGxATE,제 탓이라고 속성하다면 풀만 보네,"['제', '탓', '##이라고', '속', '##성', '##하다면', '풀', '##만', '보네']","['O', 'O', 'O', 'O']",[]
42,-R0FdCGxATE,으시 위치랑 쓸 수 있게 됩니다,"['으', '##시', '위치', '##랑', '쓸', '수', '있게', '됩니다']","['O', 'O', 'O']",[]
43,-R0FdCGxATE,상승한 연시 켜줘야 짱 아 아 아예 말 몸에 그렇게 쉽 수 있겠다,"['상승', '##한', '연', '##시', '켜', '##줘야', '짱', '아', '아', '아예', '말', '몸에', '그렇게', '쉽', '수', '있겠다']","['O', 'O', 'O', 'O', 'O']",[]
44,-R0FdCGxATE,그리고 지금 싫어 부모도 가잖아요 각성 섞어 없습니다,"['그리고', '지금', '싫어', '부모도', '가', '##잖아요', '각성', '섞', '##어', '없습니다']","['O', 'O', 'O', 'O', 'O']",[]
45,-R0FdCGxATE,몸에 한걸 링크에서 우리가 이했는지 아니면 요런 현상을 도와서 식스를 찾아낼 수 있는 거야,"['몸에', '한걸', '링크', '##에서', '우리가', '이', '##했는지', '아니면', '요런', '현상', '##을', '도와', '##서', '식', '##스를', '찾아', '##낼', '수', '있는', '거야']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
46,-R0FdCGxATE,한데 이렇게 일일이 과정 사파 쳐다보며 너무 힘들잖아,"['한데', '이렇게', '일일이', '과정', '사', '##파', '쳐다', '##보며', '너무', '힘들', '##잖아']","['O', 'NUM-B', 'O', 'O', 'O']",['NUM']
47,-R0FdCGxATE,그래서 공식이 나오게 됩니다,"['그래서', '공식', '##이', '나오게', '됩니다']","['O', 'O', 'O', 'O']",[]
48,-R0FdCGxATE,시간 알려드리도록 할게요,"['시간', '알려', '##드리', '##도록', '할게', '##요']","['O', 'O', 'O']",[]
49,-R0FdCGxATE,아 차라리 굉장해 여기에 이에서 나타내자겠어요,"['아', '차라리', '굉장', '##해', '여기에', '이에', '##서', '나타', '##내자', '##겠어요']","['O', 'O', 'O', 'O', 'O', 'O']",[]
50,-R0FdCGxATE,유태인의 방영이 이 될 수 없어야 합니다,"['유', '##태', '##인의', '방', '##영이', '이', '될', '수', '없어야', '합니다']","['CVL-B', 'O', 'O', 'O', 'O']",['CVL']
51,-R0FdCGxATE,이렇게 이 사랑하시기 있었을 때요 액까지 찾아내는 게 방정식 풀이서 회지 펄 먼저 말씀드릴게요,"['이렇게', '이', '사랑', '##하시기', '있었을', '때', '##요', '액', '##까지', '찾아', '##내는', '게', '방', '##정', '##식', '풀', '##이', '##서', '회', '##지', '펄', '먼저', '말씀', '##드릴', '##게요']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
52,-R0FdCGxATE,마이 풀 바른 위에 제거 에이스의 영향 하에 미실은 용 삼성 제곱의 개수의 개수상으로 얘기하는 겁니다,"['마이', '풀', '바른', '위에', '제거', '에이', '##스', '##의', '영향', '하', '##에', '미', '##실은', '용', '삼성', '제', '##곱', '##의', '개', '##수의', '개', '##수', '##상으로', '얘기하는', '겁니다']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
53,-R0FdCGxATE,그래서 우리가 일단 공식이 이렇게 나왔던 검정 단서를 헨리 놓고 하고요,"['그래서', '우리가', '일단', '공식', '##이', '이렇게', '나왔', '##던', '검', '##정', '단', '##서를', '헨', '##리', '놓고', '하고', '##요']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
54,-R0FdCGxATE,이 문제를 과정 껍질 알고 공시를 외 없다 생각하며 다시 터 올려 볼게요,"['이', '문제를', '과정', '껍', '##질', '알고', '공시', '##를', '외', '없다', '생각하며', '다시', '터', '올려', '볼', '##게요']","['O', 'O', 'O', 'O', 'O']",[]
55,-R0FdCGxATE,자친 구시 기를 다시 똑같은 문제까지밖에 어이재 복 사람이 있을 마리너스 있네 인사 자제고 앞에 있는 개수를 내밀한 하고요,"['자', '##친', '구', '##시', '기를', '다시', '똑같은', '문제', '##까지', '##밖에', '어이', '##재', '복', '사람이', '있을', '마', '##리', '##너스', '있네', '인사', '자제', '##고', '앞에', '있는', '개', '##수를', '내밀', '##한', '하고', '##요']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
56,-R0FdCGxATE,엑시아 헤인 개수를 알라고 상 수망을 수하로 한 다음에 우리 공식 외모와 다혜 고데로 비해서 문제 풀이만 하시면 됩니다 자 풀어 보도록 할게요,"['엑', '##시아', '헤', '##인', '개', '##수를', '알라', '##고', '상', '수', '##망을', '수', '##하', '##로', '한', '다음에', '우리', '공식', '외모', '##와', '다', '##혜', '고', '##데로', '비해', '##서', '문제', '풀', '##이만', '하시면', '됩니다', '자', '풀어', '보도', '##록', '할게', '##요']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
57,-R0FdCGxATE,자이라고 쓰니까가 섞임 차분의 그다음에 마리너스 약 화마 사람이니까 상호 바뀌게 그다음에 풀 말 좀의 샘 위에야 이제 고비가 상상은 홈 파기 모 파기 있어요,"['자', '##이라고', '쓰니', '##까', '##가', '섞', '##임', '차분', '##의', '그다음', '##에', '마', '##리', '##너스', '약', '화', '##마', '사람이', '##니까', '상호', '바뀌', '##게', '그다음', '##에', '풀', '말', '좀', '##의', '샘', '위에', '##야', '이제', '고', '##비가', '상상', '##은', '홈', '파기', '모', '파기', '있어요']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ANM-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['ANM']
58,-R0FdCGxATE,포함할곱하기행복하게되는거니까클라스팔이랑쓸수있겠죠,"['포함', '##할', '##곱', '##하기', '##행', '##복', '##하게', '##되는거', '##니까', '##클', '##라스', '##팔이', '##랑', '##쓸', '##수있', '##겠죠']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
59,-R0FdCGxATE,어 뭐야,"['어', '뭐야']",[],[]
60,-R0FdCGxATE,여기인구가다시계산을해준비해야그리고회산골마음즉개뭐사랑할수있어요,"['여기', '##인구', '##가다', '##시계', '##산을', '##해준', '##비', '##해야', '##그리고', '##회', '##산', '##골', '##마음', '##즉', '##개', '##뭐', '##사랑', '##할수있', '##어요']","['O', 'PER-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['PER']
61,-R0FdCGxATE,그래서우리가아파서개아아무법채멍쿼터남한땅로그미라그러면그냉동실을이용하바로관요대세가시나우리나라는먹긴하실수있으시나요,"['그래서', '##우리', '##가', '##아파', '##서', '##개', '##아아', '##무', '##법', '##채', '##멍', '##쿼', '##터', '##남', '##한', '##땅', '##로그', '##미', '##라', '##그러', '##면', '##그', '##냉', '##동', '##실을', '##이용', '##하', '##바로', '##관', '##요', '##대', '##세가', '##시나', '##우리나라', '##는', '##먹', '##긴', '##하실', '##수있', '##으시', '##나요']","['O', 'O', 'O', 'O', 'DAT-B', 'ANM-B', 'ANM-B', 'O', 'TRM-B', 'TRM-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'TRM-B', 'O', 'O', 'ORG-B', 'O', 'PER-B', 'PER-B', 'O', 'O', 'O', 'PER-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['DAT', 'ANM', 'ANM', 'TRM', 'TRM', 'TRM', 'ORG', 'PER', 'PER', 'PER']"
62,-R0FdCGxATE,서울행은 혹시 차 사랑 음식을 암기해서야 이렇게 토닝 연습을 각도로 하셨으면 좋겠어요,"['서울', '##행', '##은', '혹시', '차', '사랑', '음식', '##을', '암', '##기', '##해서', '##야', '이렇게', '토', '##닝', '연습', '##을', '각', '##도로', '하셨', '##으면', '좋겠어요']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
63,-R0FdCGxATE,그래서 우리가 요 아 아이가 어떻게 금액 양식이 되었는지 보내기 과정 유도하는 과정에 깐 설명해 보도록 할게요,"['그래서', '우리가', '요', '아', '아이가', '어떻게', '금액', '양', '##식이', '되었는지', '보내', '##기', '과정', '유도', '##하는', '과정', '##에', '깐', '설명', '##해', '보도', '##록', '할게', '##요']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
64,-R0FdCGxATE,이 아라 했던 요장 분들은 아라고 생각하세요 자 첫 번째 하나 계모를 해주시면 되겠냐,"['이', '아', '##라', '했던', '요', '##장', '분들은', '아', '##라고', '생각하세요', '자', '첫', '번', '##째', '하나', '계', '##모를', '해주', '##시면', '되겠냐']","['O', 'CVL-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['CVL']
65,-R0FdCGxATE,공유도 천문대 제목만 페인이 개수로 나누어 주시는 거예요에 씨 제곱의 개수로라 합니다,"['공유', '##도', '천', '##문', '##대', '제목만', '페', '##인이', '개', '##수로', '나누어', '주시', '##는', '거예요', '##에', '씨', '제', '##곱', '##의', '개', '##수로', '##라', '합니다']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
66,-R0FdCGxATE,참 우리 지금 여기서로 나눠버리면 되는 거잖아,"['참', '우리', '지금', '여기서', '##로', '나눠', '##버리면', '되는', '거잖아']","['O', 'O', 'O', 'O']",[]
67,-R0FdCGxATE,어떤 얘길 어떻게 각이야에 포플 라스 이호에 피엑스 플러스 크림 매일 에스 있는 영이가 자의 첫 번째 남기며 그런 말 두 번째 단계의 상수비 양심해 주실 거예요,"['어떤', '얘길', '어떻게', '각', '##이야', '##에', '포', '##플', '라', '##스', '이', '##호', '##에', '피', '##엑', '##스', '플', '##러스', '크', '##림', '매일', '에', '##스', '있는', '영', '##이가', '자의', '첫', '번', '##째', '남기', '##며', '그런', '말', '두', '번', '##째', '단계', '##의', '상', '##수', '##비', '양심', '##해', '주', '##실', '거예요']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NUM-B', 'O', 'O', 'O', 'O', 'O', 'O']",['NUM']
68,-R0FdCGxATE,알겠습니다,"['알겠', '##습니다']",['O'],[]
69,-R0FdCGxATE,그럼 다음 배경에 생명 재능 게 굉장히 중요한 부분이에요,"['그럼', '다음', '배', '##경', '##에', '생명', '재능', '게', '굉장히', '중요한', '부분이', '##에요']","['O', 'O', 'O', 'O', 'O', 'O']",[]
70,-R0FdCGxATE,세번째부분은야망새공식많이망생각합니다,"['세번', '##째', '##부분', '##은', '##야', '##망', '##새', '##공', '##식', '##많이', '##망', '##생각', '##합니다']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
71,-R0FdCGxATE,절망에게 몸매를 허안나 생각하면 됩니다,"['절망', '##에게', '몸매', '##를', '허', '##안', '##나', '생각하면', '됩니다']","['O', 'O', 'O', 'O', 'O', 'O']",[]
72,-R0FdCGxATE,아 짠하네,"['아', '짠', '##하네']",['O'],[]
73,-R0FdCGxATE,맛은 여기에 남아 있는 로호 부부애가 절반의 재미로 향해서 사랑 번 계산될 게 요귀에 절 말 분의 이를 해준 다음에 이것을 제 못 푼 것은 상소 안 맞게 될까 자료 괴력의 휴식이 되면 이해를 을 제목 했으니까 사람이 제목이 해머 뒤로 한 끼를 뒤에 야에서의 우리 들렸습니다,"['맛', '##은', '여기에', '남아', '있는', '로', '##호', '부부', '##애가', '절반', '##의', '재미', '##로', '향해', '##서', '사랑', '번', '계산', '##될', '게', '요', '##귀에', '절', '말', '분', '##의', '이를', '해준', '다음에', '이것을', '제', '못', '푼', '것은', '상', '##소', '안', '맞게', '될까', '자료', '괴', '##력', '##의', '휴', '##식이', '되면', '이해를', '을', '제목', '했으니', '##까', '사람이', '제목이', '해', '##머', '뒤로', '한', '끼', '##를', '뒤에', '야', '##에서', '##의', '우리', '들', '##렸', '##습니다']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ANM-B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['ANM']
