,id,script,Formal
32,-R0FdCGxATE,사후 호호호 오늘 이 땅의 안게 저도 본 서체에 의해서 얘가 정말 내가 차원의 굴을 더했다며 누드를 내려가도 어휘 사울의 국가에 해주셔야 하는 내용이에요,1
33,-R0FdCGxATE,자 명예 가지 관제의 악역이 때문에 식을 여부 작성하시면 된 차부 내 팔에 새고까지 써줄 수 있겠고요,1
34,-R0FdCGxATE,그러나외부상상할개성해석하게않고시켜버리면얠상온에파괴버플라스는사회의군사합니다,1
35,-R0FdCGxATE,아 그리고 계산해 주시게 되면야 땋아 첫 번째 중요해 보셔야 되는 것을 우리가 아마 빵에 홀로 바꿔 없습니다,1
36,-R0FdCGxATE,그럼 다음에요,1
37,-R0FdCGxATE,어제모르셔도되면우리는감정신고음료액탓을찾아내는게공장이란말이야,0
38,-R0FdCGxATE,왜서있으마난교아얘그럼여기방향이제목이살아잘내리며살해제부분의성에응하여제몸이상체가내면화삭제가되며아몰론소주나풀만루트를써서아아아으다시한번감사해요살율마그렇죠,1
39,-R0FdCGxATE,싸움에 지했나,0
40,-R0FdCGxATE,그런데 우리가 급여 살겠지만 투사라는 것은 이 롱 청할 수 있잖아요,1
41,-R0FdCGxATE,제 탓이라고 속성하다면 풀만 보네,0
42,-R0FdCGxATE,으시 위치랑 쓸 수 있게 됩니다,1
43,-R0FdCGxATE,상승한 연시 켜줘야 짱 아 아 아예 말 몸에 그렇게 쉽 수 있겠다,0
44,-R0FdCGxATE,그리고 지금 싫어 부모도 가잖아요 각성 섞어 없습니다,1
45,-R0FdCGxATE,몸에 한걸 링크에서 우리가 이했는지 아니면 요런 현상을 도와서 식스를 찾아낼 수 있는 거야,0
46,-R0FdCGxATE,한데 이렇게 일일이 과정 사파 쳐다보며 너무 힘들잖아,0
47,-R0FdCGxATE,그래서 공식이 나오게 됩니다,1
48,-R0FdCGxATE,시간 알려드리도록 할게요,1
49,-R0FdCGxATE,아 차라리 굉장해 여기에 이에서 나타내자겠어요,1
50,-R0FdCGxATE,유태인의 방영이 이 될 수 없어야 합니다,1
51,-R0FdCGxATE,이렇게 이 사랑하시기 있었을 때요 액까지 찾아내는 게 방정식 풀이서 회지 펄 먼저 말씀드릴게요,1
52,-R0FdCGxATE,마이 풀 바른 위에 제거 에이스의 영향 하에 미실은 용 삼성 제곱의 개수의 개수상으로 얘기하는 겁니다,1
53,-R0FdCGxATE,그래서 우리가 일단 공식이 이렇게 나왔던 검정 단서를 헨리 놓고 하고요,1
54,-R0FdCGxATE,이 문제를 과정 껍질 알고 공시를 외 없다 생각하며 다시 터 올려 볼게요,1
55,-R0FdCGxATE,자친 구시 기를 다시 똑같은 문제까지밖에 어이재 복 사람이 있을 마리너스 있네 인사 자제고 앞에 있는 개수를 내밀한 하고요,1
56,-R0FdCGxATE,엑시아 헤인 개수를 알라고 상 수망을 수하로 한 다음에 우리 공식 외모와 다혜 고데로 비해서 문제 풀이만 하시면 됩니다 자 풀어 보도록 할게요,1
57,-R0FdCGxATE,자이라고 쓰니까가 섞임 차분의 그다음에 마리너스 약 화마 사람이니까 상호 바뀌게 그다음에 풀 말 좀의 샘 위에야 이제 고비가 상상은 홈 파기 모 파기 있어요,0
58,-R0FdCGxATE,포함할곱하기행복하게되는거니까클라스팔이랑쓸수있겠죠,1
59,-R0FdCGxATE,어 뭐야,0
60,-R0FdCGxATE,여기인구가다시계산을해준비해야그리고회산골마음즉개뭐사랑할수있어요,1
61,-R0FdCGxATE,그래서우리가아파서개아아무법채멍쿼터남한땅로그미라그러면그냉동실을이용하바로관요대세가시나우리나라는먹긴하실수있으시나요,1
62,-R0FdCGxATE,서울행은 혹시 차 사랑 음식을 암기해서야 이렇게 토닝 연습을 각도로 하셨으면 좋겠어요,1
63,-R0FdCGxATE,그래서 우리가 요 아 아이가 어떻게 금액 양식이 되었는지 보내기 과정 유도하는 과정에 깐 설명해 보도록 할게요,1
64,-R0FdCGxATE,이 아라 했던 요장 분들은 아라고 생각하세요 자 첫 번째 하나 계모를 해주시면 되겠냐,0
65,-R0FdCGxATE,공유도 천문대 제목만 페인이 개수로 나누어 주시는 거예요에 씨 제곱의 개수로라 합니다,1
66,-R0FdCGxATE,참 우리 지금 여기서로 나눠버리면 되는 거잖아,0
67,-R0FdCGxATE,어떤 얘길 어떻게 각이야에 포플 라스 이호에 피엑스 플러스 크림 매일 에스 있는 영이가 자의 첫 번째 남기며 그런 말 두 번째 단계의 상수비 양심해 주실 거예요,1
68,-R0FdCGxATE,알겠습니다,1
69,-R0FdCGxATE,그럼 다음 배경에 생명 재능 게 굉장히 중요한 부분이에요,1
70,-R0FdCGxATE,세번째부분은야망새공식많이망생각합니다,1
71,-R0FdCGxATE,절망에게 몸매를 허안나 생각하면 됩니다,1
72,-R0FdCGxATE,아 짠하네,0
73,-R0FdCGxATE,맛은 여기에 남아 있는 로호 부부애가 절반의 재미로 향해서 사랑 번 계산될 게 요귀에 절 말 분의 이를 해준 다음에 이것을 제 못 푼 것은 상소 안 맞게 될까 자료 괴력의 휴식이 되면 이해를 을 제목 했으니까 사람이 제목이 해머 뒤로 한 끼를 뒤에 야에서의 우리 들렸습니다,1
74,-R0FdCGxATE,잠에 여행한 양변을 날부분을 더해 주시면 만주를 만날 수 있게요,1
75,-R0FdCGxATE,스토아 제고 플러스 이제고 보낸 뒤에 제목이 되겠다,0
76,-R0FdCGxATE,개의 식목이 부분은 개선 의사 나타내보려고 하거든요,1
77,-R0FdCGxATE,요즘 위해 각 나타내는 자무시 킬 거예요,1
78,-R0FdCGxATE,레이로 우리 농부 시켜볼까요,1
79,-R0FdCGxATE,마실 때 세우고 내려면 사이로 판석 허위살이 사회 공부했을 거야,0
80,-R0FdCGxATE,그러면 이를 다시 모세는 제고 위에서 행복해라 제목 부분에 사외이사 방법이니까 아아아아 또다시 정리해 주시면 아 이제 고부의 뒤에 세고 거예요,1
81,-R0FdCGxATE,그러면 여기 나와 있는 왕정 제목 시클로 파 오 씨를 다 써주면 분의 예 세고 베가가 그다음에 이해를 개방하면서 얘야,0
82,-R0FdCGxATE,아 아이 이제 공부 대비해 제고 마우스명이 이 이런 작성하셨습니다,1
83,-R0FdCGxATE,그러나 우리가 영생의 생각하지 궁금 항공정보 비상체제 되면서 열량을 우선 나풀만 루트를 써주시면 되나 달력 접할 수 있으며 용기 가끔 연결성 보존할게요,1
84,-R0FdCGxATE,그러면 지금 여기의 입문 예 애가 아니야를 말로 주셨거든요,1
85,-R0FdCGxATE,제고 꽤 오래 뒤에 제공 마우스 한 예로 있는 주 사이제 뭐 이해를 할 수 있는 것 현대 시장 예의 문의 아미래의 생각은 허하여 에스원의 상상이 애매하게 쭉 뒤 그다음에 영의 강한 오는 거술만 내 일전에 국무 똑같잖아요,1
86,-R0FdCGxATE,번개를 합하고 써줄 수 있는 네가 짝 우리 자신의 몸속에 한 번에 낳으면 붐에 풀 마음이 써 주시 고르비에 꼬막 쓰기 아 아 아해서 손엔 와키 뷰도 하실 수도 쓰셔야 합니다,1
87,-R0FdCGxATE,유용한 측면에서 수행한 굉장히 많이 나오기 때문에 그 좀 숙지를 하셨으면 좋겠고요,1
88,-R0FdCGxATE,한 번 더 취미 한 거 일단 우리가 찾아내 목적이잖아요,1
89,-R0FdCGxATE,그래서그는음식을오자앉기캑주시기바란다잘써볼게요,1
90,-R0FdCGxATE,아참히나세븐음식을마우스픽률아론점이해세우고마우스살패서옹식당이필수록하도록하겠습니다,1
91,06wziu7uNS4,인수가 아닌 것을 고르는 것에 대한 문제를 선생님이 초등학교 이런 것부터 고등학교 중학교 이론까지 총정리해서 개념을 설명하려고 해 너무 몰라서 다시 한번 개념이 중요하다는 거기 다음에 저학년 때 개념을 차곡차곡 쌓아와야 지금 여기서 편하다는 이야기를 하고 싶은 거야,0
92,06wziu7uNS4,인수가 아닌가 고르는 건데 그럼 인수가 뭐야,0
93,06wziu7uNS4,인수가인 수는 선생님이 속한 수라 그랬어속한 수가 뭐야,0
94,06wziu7uNS4,학원에서는 소인수분해나 인수분해 했을 때 그치 또는 어떨까요,1
95,06wziu7uNS4,이렇게 인수분해를 소인수분해나 인수분해에 대해서 각각의 수 또는 서로 곱해서 나올 수 있는지요,1
96,06wziu7uNS4,어렵다 나올 수 있는지 이상하다 미안해 말을 하니까 잘 들어 됐지 흥행하고 공부할 때는 이제 인수는 속한 수라고 표현해요,1
97,06wziu7uNS4,이렇게 그렇지 그러면 인수분해가 된 거야,0
98,06wziu7uNS4,인수분해가 된 건데 얘를 어떻게 표현도 할 수 있어 그냥 얘는 인수분 해고 이쪽에 위의 것은 소인 수분해요,1
99,06wziu7uNS4,무슨뜻인지알겠니자미수가소수로만구성되어있으면소인수분해요,1
100,06wziu7uNS4,근데 미수가 소인수가 아니라 합성수가 포함됐잖아,0
101,06wziu7uNS4,그러면인 수분해요,1
102,06wziu7uNS4,그러니까 어떤 거야도 되고도 되고도 되고도 되고도 되고 각자를 다 본인 전체의 수들을 뭐라 그래 인수라 그래 인수 지금 뭐니 애들은 얘가 자 다 쓴 뭐가 되니 결국 초등학교에서는 약수를 얘기하고 있는 거야,0
103,06wziu7uNS4,약수 그 치약 수들을 다 뭐라 그래 그 수의 인수라고 말할 수 있는 거야,0
104,06wziu7uNS4,그 약수의 기능은 뭐니 약수의 이름은 나누기의 관점에서 볼 수 있고 곱하기 관점에서 볼 수 있어 자기 자신을 어떤 술은 나눠서 떨어지게 하는 모든 수가 약속의 개념이 지,0
105,06wziu7uNS4,또 곱하기의 개념은 뭐야,0
106,06wziu7uNS4,어떤 수를 어떤 두 수를 곱해서 자기 자신이 나오게 하는 모든 수들이 이게 악수란 말이야,0
107,06wziu7uNS4,근데 이거를 외워서 아는 애와 원리를 아는 사람과는 완전히 다른 이야기야 당연히 곱하면 그치 곱해서 나오면 그게 어떤 수는 나누면 그게 다 연관이 있는 수들이라는 거죠,1
108,06wziu7uNS4,초등학교 때 깨달았어야 되는 거야,0
109,06wziu7uNS4,이게 지금 정리가 안 된 더물어봐야 돼,0
110,06wziu7uNS4,그래서 초등학교 때 공부의 개념을 잘 알고 있어야 돼,0
111,06wziu7uNS4,아무튼 이렇게 인수는 뭐다 곱하기로 표현을 해야 돼,0
112,06wziu7uNS4,자기 자신이 나오게 그래서 이 자기 자신이 나와있는 각각의 수술을 뭐라 그래 각각의 수술 얘를 인수라고 하기도 하고 또 얘를 곱할 수 있는 모든 경우의 수술을 가지고 뭐라 그래 걔도 인수라고 표현해요,0
113,06wziu7uNS4,그게 이제 문자로 바뀐 거야,0
114,06wziu7uNS4,그러면 이 시계 인수가 아닌 것을 고르라는 얘기는 뭐니 첫 번째 뭘 해야 돼요,1
115,06wziu7uNS4,딱 생각이 나야지 당연히 얘가 뭘로 돼있어야 돼 곱하기로 연결되어 있어야 인수를 찾을 수가 있어 여기서는 뭐야 이 자기 자신 아까의 인수를 막 했지,0
116,06wziu7uNS4,그 지하지만 도자기 자신도 인수라고 얘기한 것처럼 자기 자신이 인수가 될 수 있지만 그 외에 인수는 찾을 수가 없어,0
117,06wziu7uNS4,그렇지만 딱 있으면 그냥 인수지만 우리가 곱하기 곱하기를 하는 순간 얘도 인수 얘도 인수 얘도 인수 얘도 인수 뭐 얘도 인수 곱한 경우의 수술을 다 인수라고 말할 수 있으니까 결국엔 자기 자신과 이런 경우의 수준인데 자기 자신밖에 알 수가 없잖아,0
118,06wziu7uNS4,그러니까 반드시 뭐 하라는 거야,0
119,06wziu7uNS4,얘는 인수분해를 하라 그 뜻이에요,1
120,06wziu7uNS4,첫 번째로 인수분해당하면 뭐라 할지 곱하기로 연결되어 있는 것을 인수분해 먼저 해볼까 그러면 인수분해 먼저 하려면 첫 번째인 수분해 가장 기본은 뭐니 이걸 알아야 돼 공통인수야 공통인수 공통일수록 묶어서 먼저 해라 그렇지 그다음에 뭐야 인수분해 공식이 있으면 인수분해 공식 값하다 이제 그러면 공통에서도 한번 찾아보자 공통인수 제곱이 공통일 수지 걔를 묶어봐요,0
121,06wziu7uNS4,이렇게 묶었던 여기 제곱이 있고 이 이렇게 존재하지 공부하는 사람들은 알 거야의 뭐야 제곱 마이너스의 제곱이 되겠지,0
122,06wziu7uNS4,그러니까 뭐가 되니 얘는 제곱 이렇게 되지 여기까지 끝났네,0
123,06wziu7uNS4,그럼 잘 봐 여기가 뭐냐면 이수들에만 약이라고 치면 얘는 곱하기 곱하기가 된 거야,0
124,06wziu7uNS4,그냥 곱하기 곱하기가 된 거야,0
125,06wziu7uNS4,예를 들어서 그렇다는 거야,0
126,06wziu7uNS4,얘는 전체 수고 이쪽에 있는 문제에서 나오네요,1
127,06wziu7uNS4,전체 수고 얘네는 지금 인수분해를 한 거야,0
128,06wziu7uNS4,잘 보니까 얘는 또 뭐 곱하기 뭐야 곱하기 곱하기야 이렇게 또 인수분해 완전히 할 수도 있어 이렇게 그럼 더 이상 곱해서 나올 수 있는 것들이 없나 그러면 이제 얘는 소인수분해가 됐다고 얘기해야 돼,0
129,06wziu7uNS4,뭐야 곱하기 그냥 오랬다는 거야,0
130,06wziu7uNS4,합성수라는 거야,0
131,06wziu7uNS4,초등학교 이런으로 비교하면 이해가 되나 모르겠다,0
132,06wziu7uNS4,아무튼 이렇게 곱하기로 연결되어 있는 게 소인수분해가 됐든 뭐인 수분해가 됐든 이렇게 곱하기로 연결되어 있으면 일단 인수는 찾을 수 있어,0
133,06wziu7uNS4,자 그럼 곱할 수 있는 그 각각의 숫자를 얘도 인수 얘도 인수 얘도 경우의 수가 다 뭐라 그랬어 곱하기만 연결되어 있게 그 각자의 수준을 쓰면 연결되어 있는 그럼 걔는 다인 수라고 했어 곱할 수 있는 경우의 수도 단지라고 했어,0
134,06wziu7uNS4,그러니까 얘 뭐야 인수 야인 수 번 인수자 얘인 수야 인수 그 지자 가로는 하나의 숫자야,0
135,06wziu7uNS4,여기 안에 있는 숫자만 가지고 인수라고 하면 안 돼,0
136,06wziu7uNS4,근데 이 앞에는 가 될 수 있다 곱하기잖아,0
137,06wziu7uNS4,그러니까는 인수가 될 수 있지 만에서 만을 깰 수는 없다고 얘는 그 괄호를 하나로 묶어서 인수라고 말해야 되는 거야,0
138,06wziu7uNS4,자 그다음에 번 보면 이거 될까 안될까 하 이거 되겠지 구하고 곱하기 곱하기하면 서로 곱하기로 연결되어 있고 다 연결되어 있죠,1
139,06wziu7uNS4,그러니까 만도 인수가 될 수 있고 만도 인수가 될 수 있고 그다음에 번 볼까 번번에 보면 얘 서로 아까 인수분해 하기 전에요 수합성 수지 합성 인수분해 대리점입니다,1
140,06wziu7uNS4,얘도 곱하기로 연결되어 있으니까 얘도 인수가 되는 거야,0
141,06wziu7uNS4,풀어놓은 것도 인수가 되고 이렇게 풀지 안 풀기 전에도 곱하기로 연결되어 있으니까 이 두 항은 인수분해가 되는 거니까요,1
142,06wziu7uNS4,자체가 그다음에 전체 곱한 거 원래 문제에 있는 나와있는 애도하지만은 이 서로 곱해 가지고 경우의 수를 아무리 해도 이 나올 수가 없어,0
143,06wziu7uNS4,그러니까 얘는 인수가 될 수 없는 거야,0
144,06wziu7uNS4,자 이렇게 인수의 개념을 정확히 알고 문제를 봐야 쉽게 푸는 거야,0
145,06wziu7uNS4,얘들아 근데 우리는 뭐만 했니 개념은 어디다 갖다 버리고 그냥 문제 푸는 방법만 했단 말이야,0
146,06wziu7uNS4,그러니까 매번 문제가 나오면 몰라요,1
147,06wziu7uNS4,조금만 변형해도 몰라 요가 되는 거야,0
148,06wziu7uNS4,수학은 있잖아 애들아 그냥 계산하는 게 아니야 한글 하나의 의미를 개념을 알고 정확하게 접근할 수 있어야 그런 사람이 문제 풀 자격이 있는 거야,0
149,06wziu7uNS4,그러니까 아이들이 이 문제가 나오면 뭐 하니 이것만 봐요,1
150,06wziu7uNS4,것만 해버린다고 이런 거 잘 안 봐 관심이 없어 그러니까 아닌 건데 모르는 거 고르질 않나 인수의 뜻도 모르면서 그냥 막 그냥 선생님 그렇게 하라 했으니까 연습을 해 가지고 고객님을 찾아 어떻게 구획 수제고 여기까지만 할 수 있어,0
151,06wziu7uNS4,그러니까 이게 거 없네,0
152,06wziu7uNS4,이거 있네,0
153,06wziu7uNS4,이거 있네,0
154,06wziu7uNS4,어 나머지는 어떻게 찾지 이러고 있다니까 예를 들어서 이것까지 찾았어 이 두 개 중에서 어떤 거지 몰라가 보이는인데 이거 어떻게 풀지 이런다니까 얘들아 제발 지금 저학년이면 저학년이 영상을 보면 오개념을 정확하게 알아듣는다,0
155,06wziu7uNS4,이건 꼭 갖고 지금 늦지 않았어 지금도 고등학교 올라가기 전에 이렇게 모르는 게 있으면 결선된 것을 반드 시내 거로 확인을 해서 내 거를 만들어놓고 고등학교 올라가다,0
156,06wziu7uNS4,어차피 얘들아 결론은 뭐야 어려운 이론을 배워서 결국 제일 끝에는 곱하기 나누기 뭐 차식에 해고하는 걸로 모든 문제는 풀려 고등학교 기어 벡터 뭐 동양의 문제 나와도 그냥 중학교 때면 산술기 야로 그냥 문제가 풀어,0
157,06wziu7uNS4,그러니까 가장 기초 배우는 연산법들 이런 것들을 정확히 알 수 있어야 나중에 어려운 이유를 배우면 결국엔 다이게 없어지는 게 아니라 여기서 문제를 해결해야지만 답을 낼 수가 있다고 절대로 저학년 거 무시하지 말고 지금은 중학생들은 중학교부터 초등학교까지 다 결정된 상황을 레커로 완벽하게 설명할 수 있게 공부하고 갔으면 좋겠다 하고 나서 또 물어보고 마치겠습니다,1
158,0xUcZY00tic,오차원 의식의 그네 공식에 대한 설명을 해드릴게요,1
159,0xUcZY00tic,먼저차번씩은플러스플러스콜제로꿈인데요,1
160,0xUcZY00tic,제 차 방정식의 근을 구하는 방법은 크게도 가지가 있습니다,1
161,0xUcZY00tic,첫 번째가 인수분해를 이용하는 방법이 있고요,1
162,0xUcZY00tic,두 번째가 요다음의 설명이 아들일 근의 공식을 이용한 방법이 있어요,1
163,0xUcZY00tic,저는저희수분이를이용하는방법은예를들어서차번씩엑셀재고플러스일고령을풀어라라는문제에쓸때좌변의차식을인수분해하는거예요,1
164,0xUcZY00tic,그래서의제곱플러스맥스많아을플러스곱하기말라으로나타내는거죠,1
165,0xUcZY00tic,인수에 고비에 되기 때문에 플러스 기영이 되거나 또는 만화 싸움이 되면 되겠죠,1
166,0xUcZY00tic,따라서는유포넥슨은이라고있자방식을구할수가있는거에요,1
167,0xUcZY00tic,어이 저번에 저 그늘 소대를 이용하게 되면 이만 전제 구시 꼴이 될 때가 있는데요,1
168,0xUcZY00tic,완전 재고 일됐을 때는 준거를 간다고 합니다,1
169,0xUcZY00tic,중구는 차반 해 시기에 해가 중독되어 서로 같은 애를 말았는데요 예를 들어서 차원 수의 제곱물을 보며 넘어 좌변을 이 소리 하게 되면 만화 시리즈 제곱이 되거든요,1
170,0xUcZY00tic,마 자신의 제곱은 곱하기 만날 수 있게 되고 결국에 분이는 일로 같아요,1
171,0xUcZY00tic,이렇게도 분이 서로 같을 때 중분이라고 합니다,1
172,0xUcZY00tic,잡으려는이차방정식의근의공식에대한설명을해드릴게요차반드시의제곱플러스플러스콜제로그늘손해를하지않고도바르고할수있는데요,1
173,0xUcZY00tic,일단 별로 나은 결론적으로의 값은 예분의 플러스마이너스 루터 비해서 시에요,1
174,0xUcZY00tic,쉴 때 주의할 점이 있는데요,1
175,0xUcZY00tic,루트 안에 소피해 조금만 싸이시는 띠 중인 이거를 판별 시기라 볼 건데 항상 보다 크거나 같아야 됩니다,1
176,0xUcZY00tic,왜냐하면 어에 곱 근이라는 것은 제곱하여 만든 수에 따라서 실수 범위 안에서는 제거 빠데 만들 수는 항상 보다 크거나 같고 울 수가 될 수가 없기 때문입니다,1
177,0xUcZY00tic,그다음으로 이런 그대 공식을 유도하는 과정을 설명해드릴게요,1
178,0xUcZY00tic,아 차원 되게 근의 공식을 유도하는 과정은 어떤 방법을 사용하려면 완전제곱 식구로 바꾸어서 근의 공식을 유도합니다 자볼게요,1
179,0xUcZY00tic,엑셀 재고 프랑스 페이스 플러스 폴 영우 그녀 리더는 과정 설명드리자면 원서 이 좌변의 차식을 완전 죄 없이 꿀을 바꾸기 위해서 양변을 영이 안에서 위로 나누어 줍니다,1
180,0xUcZY00tic,따라서 플러스 이번에 플러스 이번에 쉬군 령이 되겠고요,1
181,0xUcZY00tic,그다음에좌변에서이번에씨를쌈쌍을위한하고가운데에서의기술을우리가이제완전주고는의적잖아요,1
182,0xUcZY00tic,그래서곱하기분의로바꿔줘야의기술을아그런다음에양변에에어완전제곱리되기위한예분에비해적어블양변에더해주는거예요,1
183,0xUcZY00tic,그러면 좌변은 엑셀리오 플러쉬 법학분의 픽스 플러스 이번에 비해 첩이 되는 거죠,1
184,0xUcZY00tic,이 게임 완전 조금씩 버리거든요,1
185,0xUcZY00tic,웁열에도더하면이번에씨의더접이되는거예요,1
186,0xUcZY00tic,좌변은 이제 와 프랑스 이번에 피해 제곱이 되겠고요,1
187,0xUcZY00tic,완전히 하고 싶으니 됐죠,1
188,0xUcZY00tic,우변 부모를 통한 하니까 사회자 부분에 비해 조금 많아 사회 시가 되는 거예요,1
189,0xUcZY00tic,책에서 플러스 예분에 비해 제국에서 우리 아빠랑 쓰잖아요,1
190,0xUcZY00tic,양변에 제곱근을 구하는 겁니다,1
191,0xUcZY00tic,그래서 플러스 예배 내피는 플러스마이너스 양이죠,1
192,0xUcZY00tic,그런 거면 얼음이 전 꿈 통일을 했죠,1
193,0xUcZY00tic,의분의 부모는 사회 카이에 접이기 때문에 루토 바깥으로 나오고요 본 자는 로토 비해 소금 쌀 싸가 되는 거예요,1
194,0xUcZY00tic,쉴 때 이제 조건은 비즈보다 큰 같은 범위에서 많고 합니다,1
195,0xUcZY00tic,싫소 미안해서 없고 한다고 해요,1
196,0xUcZY00tic,그러고 나서 좌변에 있는 플러스 입은 에피를 이용한 거야,0
197,0xUcZY00tic,그럼만 낫겠죠는 플러스분의 루트의 좀만 쓰시는데 부모가 해 같죠,1
198,0xUcZY00tic,따라서 이번에 플러스마이너스 붙도록 비해 좀 많은 싸이 씨라고 아 그다음식을 유도할 수 있는 겁니다,1
199,0xUcZY00tic,그 내조 식은 차원 하시기 기본적인 개념이 중요한 개념이기 때문에 봉식은 반드시 가야 됩니다,1
200,0xUcZY00tic,예를들어서차번씩해주고만화책훈령인데요,1
201,0xUcZY00tic,보통의 경우에 수분이를 이용하는데 예수 분해가 되지 않는 차 반응식 변질의 그다음식을 위해서 그 그늘 구할 수 있는 거예요,1
202,0xUcZY00tic,위에서 오면 그 동시겠어 값은 그다음에 비례 가운 쉴까 일이 되겠죠,1
203,0xUcZY00tic,투입하게 되면 일단 요 공식을 다시 한번 볼까는 일본의 플러스로 토비해 좋으면 싸 있습니다,1
204,0xUcZY00tic,그래서 이 파는 거예요,1
205,0xUcZY00tic,그럼 에세이 가을 대입해서 개선하게 되면 결과적으로 싸우에 은 플러스마이너스 또 일이라고 어긋을 구할 수 있는 거죠,1
206,0xUcZY00tic,개수가 분수와 소수인 경우 되는데요,1
207,0xUcZY00tic,직접 개 산호가 해요,1
208,0xUcZY00tic,하지만우리는계산에편리성을위해서적당한소리를버파요어개소를모두점수로만들어준뒤표시합니다,1
209,0xUcZY00tic,차원 기분에 렉시의 즉 플러스분의 쿨롱 라라는 지 있는데요,1
210,0xUcZY00tic,양변에의 부모의 의미와 회 최소공배수 인육을 곱하는 거예요,1
211,0xUcZY00tic,그러면 결과적으로 지금 플러스 골 체모가 되겠죠,1
212,0xUcZY00tic,그런 다음에 가운 사랑비는 오 씨는 이를 대입하는 거예요,1
213,0xUcZY00tic,그래서의 값을 은 그 호심을 위해서고 하며 분의 로또인들요 이때 주의할 점은 안에만 전 배급소 우리의 예수가 에너지를 따져봐야 됩니다,1
214,0xUcZY00tic,아예 러시라는 것은 사업하기 세미잖아요,1
215,0xUcZY00tic,그래서 이 완전 적 없소사는 위해 수업이기 때문에 또 바깥으로 나와서 분의 이렇게 셈이 되는 거죠,1
216,0xUcZY00tic,그리고 붕어 문제에서 공통 수가 있으니까 나눠주면 분의 나는 스스로 투사이라고 어 그 널고 할 수가 있는 거예요,1
217,0xUcZY00tic,여기까지입니다,1
218,0xUcZY00tic,감사합니다,1
219,2IcoQnoRu2w,안녕하세요,1
220,2IcoQnoRu2w,이번 시간에는 이차방정식의 근의 공식이란 무엇일까를 알아보도록 할게요,1
